iata_code,name,city_name,country_code
AAA,Anaa Airport,Anaa,PF
AAB,Arrabury Airport,Tanbar,AU
AAC,El Arish International Airport,El Arish,EG
AAD,Adado Airport,Adado,SO
AAE,Annaba Rabah Bitat Airport,Annaba,DZ
AAF,Apalachicola Regional Airport,Apalachicola,US
AAH,Aachen-Merzbrück Airport,Aachen,DE
AAI,Arraias Airport,Arraias,BR
AAJ,Cayana Airstrip,Awaradam,SR
AAK,Aranuka Airport,Buariki,KI
AAL,Aalborg Airport,Aalborg,DK
AAM,Malamala Airport,Malamala,ZA
AAN,Al Ain International Airport,Al Ain,AE
AAO,Anaco Airport,Anaco,VE
AAP,Aji Pangeran Tumenggung Pranoto International Airport,Samarinda,ID
AAQ,Anapa Vityazevo Airport,Krasnyi Kurgan,RU
AAR,Aarhus Airport,Aarhus,DK
AAS,Apalapsili Airport,Apalapsili,ID
AAT,Altay Xuedu Airport,Altay,CN
AAU,Asau Airport,Asau,WS
AAV,Allah Valley Airport,Surallah,PH
AAX,Romeu Zema Airport,Araxá,BR
AAY,Al Ghaydah International Airport,Al Ghaydah,YE
AAZ,Quezaltenango Airport,Quezaltenango,GT
ABA,Abakan International Airport,Abakan,RU
ABB,Asaba International Airport,Asaba,NG
ABC,Albacete Airport / Los Llanos Air Base,Albacete,ES
ABD,Abadan Ayatollah Jami International Airport,Abadan,IR
ABE,Lehigh Valley International Airport,Allentown/Bethlehem,US
ABF,Abaiang Airport,Abaiang,KI
ABG,Abingdon Downs Airport,Abingdon Downs,AU
ABH,Alpha Airport,Alpha,AU
ABI,Abilene Regional Airport,Abilene,US
ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI
ABK,Kebri Dahar Airport,Kebri Dahar,ET
ABL,Ambler Airport,Ambler,US
ABM,Northern Peninsula Airport,Bamaga,AU
ABN,Albina Airport,Albina,SR
ABO,Aboisso Airport,Aboisso,CI
ABP,Atkamba Airport,Atkamba Mission,PG
ABQ,Albuquerque International Sunport,Albuquerque,US
ABR,Aberdeen Regional Airport,Aberdeen,US
ABS,Abu Simbel Airport,Abu Simbel,EG
ABT,King Saud Bin Abdulaziz (Al Baha) Airport,Al-Baha,SA
ABU,AA Bere Tallo (Haliwen) Airport,Atambua,ID
ABV,Nnamdi Azikiwe International Airport,Abuja,NG
ABX,Albury Airport,East Albury,AU
ABY,Southwest Georgia Regional Airport,Albany,US
ABZ,Aberdeen International Airport,Aberdeen,GB
ACA,General Juan N. Álvarez International Airport,Acapulco,MX
ACB,Antrim County Airport,Bellaire,US
ACC,Kotoka International Airport,Accra,GH
ACD,Alcides Fernández Airport,Acandí,CO
ACE,César Manrique-Lanzarote Airport,San Bartolomé,ES
ACF,Aral Tarim Airport,Aral,CN
ACH,Sankt Gallen Altenrhein Airport,St. Gallen,CH
ACI,Alderney Airport,Saint Anne,GG
ACJ,Anuradhapura Airport,Anuradhapura,LK
ACK,Nantucket Memorial Airport,Nantucket,US
ACM,Arica Airport,Arica,CO
ACN,Ciudad Acuña International Airport,Ciudad Acuña,MX
ACO,Cóbano Airport,Cóbano,CR
ACP,Sahand Airport,Maragheh,IR
ACR,Araracuara Airport,Araracuara,CO
ACS,Achinsk Airport,Achinsk,RU
ACT,Waco Regional Airport,Waco,US
ACU,Achutupu Airport,Mamitupu,PA
ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US
ACX,Xingyi Wanfenglin Airport,Xingyi,CN
ACY,Atlantic City International Airport,Atlantic City,US
ACZ,Zabol Airport,Zabol,IR
ADA,Adana Şakirpaşa Airport,Seyhan,TR
ADB,Adnan Menderes International Airport,Gaziemir,TR
ADC,Andakombe Airport,Andekombe,PG
ADD,Addis Ababa Bole International Airport,Addis Ababa,ET
ADE,Aden International Airport,Aden,YE
ADF,Adıyaman Airport,Adıyaman,TR
ADG,Lenawee County Airport,Adrian,US
ADH,Aldan Airport,Aldan,RU
ADI,Arandis Airport,Arandis,NA
ADJ,Marka International (Amman Civil) Airport,Amman,JO
ADK,Adak Airport,Adak,US
ADL,Adelaide International Airport,Adelaide,AU
ADM,Ardmore Municipal Airport,Ardmore,US
ADO,Andamooka Airport,Andamooka,AU
ADP,Ampara Airport,Ampara,LK
ADQ,Kodiak Airport,Kodiak,US
ADR,Robert F Swinnie Airport,Andrews,US
ADS,Addison Airport,Dallas,US
ADT,Ada Regional Airport,Ada,US
ADU,Ardabil Airport,Ardabil,IR
ADV,El Daein Airport,El Daein,SD
ADW,Joint Base Andrews,Camp Springs,US
ADX,Leuchars Station Airfield,"Leuchars, Fife",GB
ADY,Alldays Airport,Alldays,ZA
ADZ,Gustavo Rojas Pinilla International Airport,San Andrés,CO
AEA,Abemama Airport,Abemama,KI
AEB,Baise (Bose) Bama Airport,Baise (Tianyang),CN
AEE,Adareil Airport,Adar,SS
AEG,Aek Godang Airport,Padang Sidempuan,ID
AEH,Abeche Airport,Abeche,TD
AEK,Aseki Airport,Aseki,PG
AEL,Albert Lea Municipal Airport,Albert Lea,US
AEM,Amgu Airport,Amgu,RU
AEO,Aioun el Atrouss Airport,Aioun El Atrouss,MR
AEP,Aeroparque Jorge Newbery,Buenos Aires,AR
AEQ,Ar Horqin Airport,Chifeng,CN
AER,Sochi International Airport,Sochi,RU
AES,Ålesund Airport,Ålesund,NO
AET,Allakaket Airport,Allakaket,US
AEU,Abu Musa Island Airport,Abu Musa,IR
AEX,Alexandria International Airport,Alexandria,US
AEY,Akureyri International Airport,Akureyri,IS
AFA,Suboficial Ay Santiago Germano Airport,San Rafael,AR
AFD,Port Alfred Airport,Port Alfred,ZA
AFF,USAF Academy Airfield,Colorado Springs,US
AFI,Amalfi Airport,Amalfi,CO
AFK,Kondavattavana Tank Seaplane Base,Ampara,LK
AFL,Piloto Osvaldo Marques Dias Airport,Alta Floresta,BR
AFN,Jaffrey Airfield Silver Ranch Airport,Jaffrey,US
AFO,Afton Municipal Airport,Afton,US
AFR,Afore Airstrip,Afore,PG
AFS,Sugraly Airport,Zarafshan,UZ
AFT,Afutara Aerodrome,Bila,SB
AFW,Perot Field/Fort Worth Alliance Airport,Fort Worth,US
AFY,Afyon Air Base,Afyonkarahisar,TR
AFZ,Sabzevar National Airport,Sabzevar,IR
AGA,Al Massira Airport,Agadir (Temsia),MA
AGB,Augsburg Airport,Augsburg,DE
AGC,Allegheny County Airport,Pittsburgh,US
AGD,Anggi Airport,Anggi-Papua Island,ID
AGE,Wangerooge Airport,Wangerooge,DE
AGF,Agen La Garenne airport,Agen,FR
AGG,Angoram Airport,Angoram,PG
AGH,Ängelholm-Helsingborg Airport,Ängelholm,SE
AGI,Wageningen Airstrip,Wageningen,SR
AGJ,Aguni Airport,Aguni,JP
AGK,Kagua Airport,Kagua,PG
AGL,Wanigela Airport,Wanigela,PG
AGM,Tasiilaq Heliport,Tasiilaq,GL
AGN,Angoon Seaplane Base,Angoon,US
AGO,Magnolia Municipal Airport / Ralph C Weiser Field,Magnolia,US
AGP,Málaga-Costa del Sol Airport,Málaga,ES
AGR,Agra Airport / Agra Air Force Station,Agra,IN
AGS,Augusta Regional At Bush Field,Augusta,US
AGT,Guaraní International Airport,Ciudad del Este,PY
AGU,Aguascalientes International Airport,Aguascalientes,MX
AGV,Oswaldo Guevara Mujica Airport,Acarigua,VE
AGW,Agnew Airport,Agnew,AU
AGX,Agatti Airport,Agatti,IN
AGZ,Aggeneys Airport,Aggeneys,ZA
AHA,Maa Mahamaya Airport,Ambikapur,IN
AHB,Abha International Airport,Abha,SA
AHC,Amedee Army Air Field,Herlong,US
AHD,Ardmore Downtown Executive Airport,Ardmore,US
AHE,Ahe Airport,Ahe Atoll,PF
AHF,Arapahoe Municipal Airport,Arapahoe,US
AHG,Agalega Island Airstrip,Vingt Cinq,MU
AHH,Amery Municipal Airport,Amery,US
AHI,Amahai Airport,Amahai,ID
AHJ,Hongyuan Airport,Ngawa (Hongyuan),CN
AHL,Aishalton Airport,Aishalton,GY
AHM,Ashland Municipal Airport Sumner Parker Field,Ashland,US
AHN,Athens Ben Epps Airport,Athens,US
AHO,Alghero-Fertilia Airport,Alghero,IT
AHS,Ahuas Airport,Ahuas,HN
AHU,Cherif Al Idrissi Airport,Al Hoceima,MA
AHY,Ambatolhy Airport,Ambatolahy,MG
AHZ,L'Alpe d'Huez - Henri Giraud Altiport,"Huez, Isère",FR
AIA,Alliance Municipal Airport,Alliance,US
AIC,Ailinglaplap Airok Airport,Bigatyelang Island,MH
AID,Anderson Municipal Darlington Field,Anderson,US
AIE,Aiome Airport,Aiome,PG
AIF,Marcelo Pires Halzhausen Airport,Assis,BR
AIG,Yalinga Airport,Yalinga,CF
AIH,Aiambak Airport,Aiambak,PG
AII,Ali-Sabieh Airport,Ali-Sabieh,DJ
AIK,Aiken Regional Airport,Aiken,US
AIL,Ailigandí Airport,Isla Lorenzo Bello,PA
AIM,Ailuk Airport,Ailuk Island,MH
AIN,Wainwright Airport,Wainwright,US
AIO,Atlantic Municipal Airport,Atlantic,US
AIP,Adampur Airport,Adampur,IN
AIR,Aripuanã Airport,Aripuanã,BR
AIS,Arorae Island Airport,Arorae Island,KI
AIT,Aitutaki Airport,Aitutaki,CK
AIU,Enua Airport,Atiu Island,CK
AIV,George Downer Airport,Aliceville,US
AIW,Ai-Ais Airport,Ai-Ais,NA
AIY,Araçuaí Airport,Araçuaí,BR
AIZ,Lee C Fine Memorial Airport,Kaiser Lake Ozark,US
AJA,Ajaccio Napoléon Bonaparte airport,Ajaccio,FR
AJF,Al-Jawf International Airport,Al-Jawf,SA
AJI,Ağrı Airport,Ağrı,TR
AJJ,Akjoujt Airport,Akjoujt,MR
AJK,Arak Airport,Araak,IR
AJL,Lengpui Airport,Aizawl (Lengpui),IN
AJN,Ouani Airport,Ouani,KM
AJR,Arvidsjaur Airport,Arvidsjaur,SE
AJS,Punta Abreojos Airport,Mulegé,MX
AJU,Aracaju - Santa Maria Airport,Aracaju,BR
AJY,Mano Dayak International Airport,Agadez,NE
AKA,Ankang Fuqiang Airport,Ankang (Hanbin),CN
AKB,Atka Airport,Atka,US
AKC,Akron Fulton International Airport,Akron,US
AKD,Akola Airport,Akola,IN
AKE,Akieni Airport,Akieni,GA
AKF,Kufra Airport,Kufra,LY
AKG,Anguganak Airport,Anguganak,PG
AKH,Prince Sultan Air Base,Al Kharj,SA
AKI,Akiak Airport,Akiak,US
AKJ,Asahikawa Airport,Higashikagura,JP
AKK,Akhiok Airport,Akhiok,US
AKL,Auckland International Airport,Auckland,NZ
AKM,Zakuoma Airport,ZaKouma,TD
AKN,King Salmon Airport,King Salmon,US
AKO,Colorado Plains Regional Airport,Akron,US
AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,US
AKQ,Astra Ksetra Airport,Menggala,ID
AKR,Akure Airport,Akure,NG
AKS,Gwaunaru'u Airport,Auki,SB
AKT,RAF Akrotiri,Akrotiri,CY
AKU,Aksu Hongqipo Airport,Aksu (Onsu),CN
AKV,Akulivik Airport,Akulivik,CA
AKW,Aghajari Airport,Omidiyeh,IR
AKX,Aktobe International Airport,Aktobe,KZ
AKY,Sittwe Airport,Sittwe,MM
ALA,Almaty International Airport,Almaty,KZ
ALB,Albany International Airport,Albany,US
ALC,Alicante-Elche Miguel Hernández Airport,Alicante,ES
ALD,Alerta Airport,Fortaleza,PE
ALE,Alpine Casparis Municipal Airport,Alpine,US
ALF,Alta Airport,Alta,NO
ALG,Houari Boumediene Airport,Algiers,DZ
ALH,Albany Airport,Albany,AU
ALI,Alice International Airport,Alice,US
ALJ,Alexander Bay Airport,Alexander Bay,ZA
ALM,Alamogordo White Sands Regional Airport,Alamogordo,US
ALN,St Louis Regional Airport,Alton/St Louis,US
ALO,Waterloo Regional Airport,Waterloo,US
ALP,Aleppo International Airport,Aleppo,SY
ALQ,Alegrete Novo Airport,Alegrete,BR
ALR,Alexandra Aerodrome,Alexandra,NZ
ALS,San Luis Valley Regional Airport/Bergman Field,Alamosa,US
ALT,Alenquer Municipal Airport,Alenquer,BR
ALU,Alula Airport,Alula,SO
ALW,Walla Walla Regional Airport,Walla Walla,US
ALX,Thomas C Russell Field,Alexander City,US
ALZ,Alitak Seaplane Base,Lazy Bay,US
AMA,Rick Husband Amarillo International Airport,Amarillo,US
AMC,Am Timan Airport,Am Timan,TD
AMD,Sardar Vallabh Patel International Airport,Ahmedabad,IN
AME,Alto Molocue Airport,Alto Molocue,MZ
AMH,Arba Minch Airport,Arba Minch,ET
AMJ,Cirilo Queiróz Airport,Almenara,BR
AMK,Animas Air Park,Durango,US
AML,Puerto Armuelles Airport,Puerto Armuelles,PA
AMM,Queen Alia International Airport,Amman,JO
AMN,Gratiot Community Airport,Alma,US
AMO,Mao Airport,Mao,TD
AMP,Ampanihy Airport,Ampanihy,MG
AMQ,Pattimura International Airport,Ambon,ID
AMS,Amsterdam Airport Schiphol,Amsterdam,NL
AMU,Amanab Airport,Amanab,PG
AMV,Amderma Airport,Amderma,RU
AMW,Ames Municipal Airport,Ames,US
AMZ,Ardmore Airport,Manurewa,NZ
ANA,Angama Airport,Maasai Mara,KE
ANB,Anniston Regional Airport,Anniston,US
ANC,Ted Stevens Anchorage International Airport,Anchorage,US
AND,Anderson Regional Airport,Anderson,US
ANE,Angers Marcé airport,Angers,FR
ANF,Andrés Sabella Gálvez International Airport,Antofagasta,CL
ANG,Angoulême Brie-Champniers airport,Angoulême,FR
ANI,Aniak Airport,Aniak,US
ANJ,Zanaga Airport,Zanaga,CG
ANK,Etimesgut Air Base,Ankara,TR
ANL,Andulo Airport,Andulo,AO
ANM,Antsirabe Airport,Antsirabe,MG
ANN,Annette Island Airport,Metlakatla,US
ANO,Angoche Airport,Angoche,MZ
ANP,Lee Airport,Annapolis,US
ANQ,Tri State Steuben County Airport,Angola,US
ANR,Antwerp International Airport (Deurne),Antwerp,BE
ANS,Andahuaylas Airport,Andahuaylas,PE
ANT,Sankt Anton am Arlberg Heliport,Sankt Anton am Arlberg,AT
ANU,V. C. Bird International Airport,Osbourn,AG
ANV,Anvik Airport,Anvik,US
ANW,Ainsworth Regional Airport,Ainsworth,US
ANX,"Andøya Airport, Andenes",Andenes,NO
ANY,Anthony Municipal Airport,Anthony,US
ANZ,Angus Downs Airport,Angus Downs Station,AU
AOC,Leipzig–Altenburg Airport,Nobitz,DE
AOD,Abou-Deïa Airport,Abou-Deïa,TD
AOE,Hasan Polatkan Airport,Eskişehir,TR
AOG,Anshan Teng'ao Airport / Anshan Air Base,Anshan,CN
AOH,Lima Allen County Airport,Lima,US
AOI,Marche Airport,Falconara Marittima (AN),IT
AOJ,Aomori Airport,Aomori,JP
AOK,Karpathos Airport,Karpathos Island,GR
AOL,Paso De Los Libres Airport,Paso de los Libres,AR
AOM,Adam Airport,Adam,OM
AOO,Altoona Blair County Airport,Altoona,US
AOP,Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,PE
AOQ,Aappilattoq Heliport,Aappilattoq,GL
AOR,Sultan Abdul Halim Airport,Alor Satar,MY
AOS,Amook Bay Seaplane Base,Amook Bay,US
AOT,Aosta Corrado Gex Airport,Saint-Christophe (AO),IT
AOU,Attopeu Airport,Attopeu,LA
APA,Centennial Airport,Denver,US
APB,Apolo Airport,Apolo,BO
APC,Napa County Airport,Napa,US
APD,Arung Palakka Airport,Bone,ID
APF,Naples Municipal Airport,Naples,US
APG,Phillips Army Air Field,Aberdeen,US
APH,Mary Walker LZ Airport,Bowling Green,US
API,Gomez Nino Apiay Air Base,Apiay,CO
APJ,Ali Pulan Airport,Burang Town,CN
APK,Apataki Airport,Apataki,PF
APL,Nampula Airport,Nampula,MZ
APN,Alpena County Regional Airport,Alpena,US
APO,Antonio Roldán Betancur Airport,Carepa,CO
APQ,Arapiraca Airport,Arapiraca,BR
APR,April River Airport,April River,PG
APS,Anápolis Airport,Anápolis,BR
APT,Marion County Airport - Brown Field,Jasper,US
APU,Captain João Busse Airport,Apucarana,BR
APV,Apple Valley Airport,Apple Valley,US
APW,Faleolo International Airport,Apia,WS
APX,Arapongas Airport,Arapongas,BR
APY,Alto Parnaíba Airport,Alto Parnaíba,BR
APZ,Zapala Airport,Zapala,AR
AQA,Araraquara Airport,Araraquara,BR
AQB,Quiché Airport,Santa Cruz del Quiché,GT
AQG,Anqing Tianzhushan Airport / Anqing North Air Base,Anqing,CN
AQI,Al Qaisumah/Hafr Al Batin Airport,Qaisumah,SA
AQJ,King Hussein International Airport,Aqaba,JO
AQM,Ariquemes Airport,Ariquemes,BR
AQP,Rodríguez Ballón International Airport,Arequipa,PE
AQY,Girdwood-Alyeska Airport,Girdwood,US
ARA,Acadiana Regional Airport,New Iberia,US
ARB,Ann Arbor Municipal Airport,Ann Arbor,US
ARC,Arctic Village Airport,Arctic Village,US
ARD,Alor Island - Mali Airport,Kabola,ID
ARE,Antonio Nery Juarbe Pol Airport,Arecibo,PR
ARF,Acaricuara Airport,Acaricuara,CO
ARG,Walnut Ridge Regional Airport,Walnut Ridge,US
ARH,Talagi Airport,Archangelsk,RU
ARI,Chacalluta International Airport,Arica,CL
ARK,Arusha Airport,Arusha,TZ
ARL,Arly Airport,Arly,BF
ARM,Armidale Airport,Armidale,AU
ARN,Stockholm-Arlanda Airport,Stockholm,SE
ARO,Arboletes Airport,Arboletes,CO
ARQ,El Troncal Airport,Arauquita,CO
ARR,D. Casimiro Szlapelis Airport,Alto Rio Senguerr,AR
ARS,Aragarças Airport,Aragarças,BR
ART,Watertown International Airport,Watertown,US
ARU,Araçatuba Airport,Araçatuba,BR
ARV,Lakeland Airport Noble F Lee Memorial Field,Woodruff,US
ARW,Arad International Airport,Arad,RO
ARX,Aracati Dragão do Mar Regional Airport,Aracati,BR
ARY,Ararat Airport,Ararat,AU
ARZ,N'zeto Airport,N'zeto,AO
ASA,Assab International Airport,Assab,ER
ASB,Ashgabat International Airport,Ashgabat,TM
ASC,Ascención de Guarayos Airport,Ascensión de Guarayos,BO
ASD,Andros Town Airport,Andros Town,BS
ASE,Aspen-Pitkin County Airport (Sardy Field),Aspen,US
ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU
ASG,Ashburton Airport,Ashburton,NZ
ASH,Nashua Airport / Boire Field,Nashua,US
ASI,RAF Ascension Island,Cat Hill,SH
ASJ,Amami Airport,Amami,JP
ASK,Yamoussoukro International Airport,Yamoussoukro,CI
ASL,Harrison County Airport,Marshall,US
ASM,Asmara International Airport,Asmara,ER
ASN,Talladega Municipal Airport,Talladega,US
ASO,Asosa Airport,Asosa,ET
ASP,Alice Springs Airport,Alice Springs,AU
ASQ,Austin Airport,Austin,US
ASR,Kayseri Erkilet International Airport,Kayseri,TR
ASS,Arathusa Safari Lodge Airport,Arathusa,ZA
AST,Astoria Regional Airport,Astoria,US
ASU,Silvio Pettirossi International Airport,Asunción,PY
ASV,Amboseli Airport,Amboseli National Park,KE
ASW,Aswan International Airport,Aswan,EG
ASX,John F Kennedy Memorial Airport,Ashland,US
ASY,Ashley Municipal Airport,Ashley,US
ATA,Comandante FAP German Arias Graziani Airport,Anta,PE
ATB,Atbara Airport,Atbara,SD
ATC,Arthur's Town Airport,Arthur's Town,BS
ATD,Uru Harbour Airport,Atoifi,SB
ATE,Antlers Municipal Airport,Antlers,US
ATF,Chachoán Regional Airport,Ambato,EC
ATG,Minhas Air Base,Kamra,PK
ATH,Athens Eleftherios Venizelos International Airport,Spata-Artemida,GR
ATI,Artigas International Airport,Artigas,UY
ATJ,Antsirabe Airport,Antsirabe,MG
ATK,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,US
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,US
ATM,Altamira Interstate Airport,Altamira,BR
ATN,Namatanai Airport,Namatanai,PG
ATO,Ohio University Airport,Albany,US
ATP,Aitape Airport,Aitape,PG
ATQ,Sri Guru Ram Das Ji International Airport,Amritsar,IN
ATR,Atar International Airport,Atar,MR
ATS,Artesia Municipal Airport,Artesia,US
ATT,Atmautluak Airport,Atmautluak,US
ATU,Casco Cove Coast Guard Station,Attu,US
ATV,Ati Airport,Ati,TD
ATW,Appleton International Airport,Appleton,US
ATX,Atbasar Airport,Atbasar,KZ
ATY,Watertown Regional Airport,Watertown,US
ATZ,Asyut International Airport,Asyut,EG
AUA,Queen Beatrix International Airport,Oranjestad,AW
AUC,Santiago Perez Airport,Arauca,CO
AUE,Abu Rudeis Airport,Ras Abu Rudeis,EG
AUF,Auxerre Branches airport,Auxerre,FR
AUG,Augusta State Airport,Augusta,US
AUH,Zayed International Airport,Abu Dhabi,AE
AUI,Aua Island Airport,Aua Island,PG
AUJ,Ambunti Airport,Ambunti,PG
AUK,Alakanuk Airport,Alakanuk,US
AUL,Aur Island Airport,Aur Atoll,MH
AUM,Austin Municipal Airport,Austin,US
AUN,Auburn Municipal Airport,Auburn,US
AUO,Auburn University Regional Airport,Auburn,US
AUP,Agaun Airport,Agaun,PG
AUQ,Hiva Oa-Atuona Airport,Hiva Oa Island,PF
AUR,Aurillac airport,Aurillac,FR
AUS,Austin Bergstrom International Airport,Austin,US
AUT,Atauro Airport,Vila,TL
AUU,Aurukun Airport,Aurukun,AU
AUV,Aumo Airport,Aumo,PG
AUW,Wausau Downtown Airport,Wausau,US
AUX,Araguaína Airport,Araguaína,BR
AUY,Aneityum Airport,Anatom Island,VU
AUZ,Aurora Municipal Airport,Chicago/Aurora,US
AVA,Anshun Huangguoshu Airport,Anshun (Xixiu),CN
AVB,Aviano Air Base,Aviano (PN),IT
AVG,Auvergne Airport,Auvergne Station,AU
AVI,Máximo Gómez Airport,Ciro Redondo,CU
AVK,Arvaikheer Airport,Arvaikheer,MN
AVL,Asheville Regional Airport,Asheville,US
AVN,Avignon Caumont airport,Avignon,FR
AVO,Avon Park Executive Airport,Avon Park,US
AVP,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton,US
AVU,Avu Avu Airport,Avu Avu,SB
AVV,Melbourne Avalon International Airport,Geelong/Melbourne,AU
AVW,Marana Regional Airport,Marana,US
AVX,Catalina Airport,Avalon,US
AWA,Hawassa International Airport,Hawassa,ET
AWB,Awaba Airport,Awaba,PG
AWD,Aniwa Airport,Aniwa,VU
AWE,Alowe Airport,Wonga Wongué Presidential Reserve,GA
AWK,Wake Island Airfield,Wake Island,UM
AWM,West Memphis Municipal Airport,West Memphis,US
AWR,Awar Airport (unusable),Awar,PG
AWZ,Qasem Soleimani International Airport,Ahvaz,IR
AXA,Clayton J. Lloyd International Airport,The Valley,AI
AXB,Maxson Airfield,Alexandria Bay,US
AXD,Alexandroupoli Democritus Airport,Alexandroupolis,GR
AXE,Xanxerê Airport,Xanxerê,BR
AXF,Alxa Left Banner Bayanhot Airport,Bayanhot,CN
AXG,Algona Municipal Airport,Algona,US
AXJ,Amakusa Airport,Amakusa,JP
AXK,Ataq Airport,Ataq,YE
AXM,El Eden Airport,Armenia,CO
AXN,Chandler Field,Alexandria,US
AXO,Pantar Kabir Airport,Kabir,ID
AXP,Spring Point Airport,Spring Point,BS
AXS,Altus Quartz Mountain Regional Airport,Altus,US
AXT,Akita Airport,Akita,JP
AXU,Axum Airport,Axum,ET
AXV,Neil Armstrong Airport,Wapakoneta,US
AXX,Angel Fire Airport,Angel Fire,US
AYA,Ayapel Airport,Ayapel,CO
AYC,Ayacucho Airport,Ayacucho,CO
AYD,Alroy Downs Airport,Alroy Downs,AU
AYG,Yaguara Airport,San Vicente Del Caguán,CO
AYI,Yari Airport,Yari,CO
AYJ,Maharshi Valmiki International Airport,Faizabad,IN
AYK,Arkalyk North Airport,Arkalyk,KZ
AYM,Yas Island Seaplane Base,Abu Dhabi,AE
AYN,Anyang Yindu Airport,Anyang,CN
AYO,Aeropuerto Nacional Juan de Ayolas,Ayolas,PY
AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,Ayacucho,PE
AYQ,Ayers Rock Connellan Airport,Yulara,AU
AYR,Ayr Airport,Ayr,AU
AYS,Waycross Ware County Airport,Waycross,US
AYT,Antalya International Airport,Antalya,TR
AYU,Aiyura Airport,Aiyura Valley,PG
AYW,Ayawasi Airport,Ayawasi,ID
AYX,Teniente General Gerardo Pérez Pinedo Airport,Atalaya,PE
AYY,Arugam Bay SPB,Pottuvil,LK
AZA,Mesa Gateway Airport,Mesa,US
AZD,Shahid Sadooghi Airport,Yazd,IR
AZG,Apatzingán - Pablo L. Sidar Airport,Apatzingán,MX
AZH,Azamgarh Airport,Azamgarh,IN
AZI,Al Bateen Executive Airport,Abu Dhabi,AE
AZJ,Zhenjiang Dalu Airport,Zhenjiang,CN
AZL,Fazenda Tucunaré Airport,Sapezal,BR
AZN,Andijan International Airport,Andijan,UZ
AZO,Kalamazoo/Battle Creek International Airport,Kalamazoo,US
AZP,Jorge Jiménez Cantú National Airport,Atizapán de Zaragoza,MX
AZR,Touat-Cheikh Sidi Mohamed Belkebir Airport,Adrar,DZ
AZS,Samaná El Catey International Airport,Samana,DO
AZT,Zapatoca Airport,Zapatoca,CO
AZZ,Ambriz Airport,Ambriz,AO
BAA,Bialla Airport,"Bialla, Matalilu, Ewase",PG
BAB,Beale Air Force Base,Beale Air Force Base,US
BAC,Barranca De Upia Airport,Barranca de Upia,CO
BAD,Barksdale Air Force Base,Bossier City,US
BAE,Barcelonnette - Saint-Pons Airfield,"Saint-Pons, Alpes-de-Haute-Provence",FR
BAF,Westfield-Barnes Regional Airport,Westfield,US
BAG,Loakan Airport,Baguio,PH
BAH,Bahrain International Airport,Manama,BH
BAI,Buenos Aires Airport,Punta Arenas,CR
BAJ,Bali Airport,Unea Island,PG
BAL,Batman Airport,Batman,TR
BAM,Battle Mountain Airport,Battle Mountain,US
BAN,Basongo Airport,Basongo,CD
BAQ,Ernesto Cortissoz International Airport,Barranquilla,CO
BAR,Qionghai Bo'ao Airport,Qionghai (Basuo),CN
BAS,Ballalae Airport,Ballalae,SB
BAT,Chafei Amsei Airport,Barretos,BR
BAV,Baotou Donghe International Airport,Baotou,CN
BAX,Barnaul Gherman Titov International Airport,Barnaul,RU
BAY,Maramureș International Airport,Tăuții-Măgherăuș,RO
BAZ,Barcelos Airport,Barcelos,BR
BBA,Balmaceda Airport,Balmaceda,CL
BBB,Benson Municipal Airport,Benson,US
BBC,Bay City Regional Airport,Bay City,US
BBD,Curtis Field,Brady,US
BBG,Butaritari Airport,Butaritari,KI
BBH,Stralsund-Barth Airport,Barth,DE
BBI,Biju Patnaik International Airport,Bhubaneswar,IN
BBJ,Bitburg Airport,Bitburg,DE
BBK,Kasane International Airport,Kasane,BW
BBM,Battambang Airport,Battambang,KH
BBN,Bario Airport,Bario,MY
BBO,Berbera Airport,Berbera,SO
BBP,Bembridge Airport,"Bembridge, Isle of Wight",GB
BBQ,Burton-Nibbs International Airport,Codrington,AG
BBR,Basse-Terre Baillif Airport,Basse-Terre,GP
BBS,Blackbushe Airport,"Camberley, Surrey",GB
BBT,Berbérati Airport,Berbérati,CF
BBU,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest,RO
BBV,Nero-Mer Airport,Grand-Béréby,CI
BBW,Broken Bow Municipal Airport,Broken Bow,US
BBX,Wings Field,Philadelphia,US
BBY,Bambari Airport,Bambari,CF
BBZ,Zambezi Airport,Zambezi,ZM
BCA,Gustavo Rizo Airport,Baracoa,CU
BCB,Virginia Tech Montgomery Executive Airport,Blacksburg,US
BCC,Bear Creek 3 Airport,Bear Creek,US
BCD,Bacolod-Silay International Airport,Bacolod City,PH
BCE,Bryce Canyon Airport,Bryce Canyon,US
BCF,Bouca Airport,Bouca,CF
BCG,Bemichi Airport,Kumaka,GY
BCH,Baucau Airport,Baucau,TL
BCI,Barcaldine Airport,Barcaldine,AU
BCJ,Beichuan Yongchang Airport,Mianyang,CN
